repoName,branch,javaVersion,style,buildTool,buildAction,skip,skipReason
java-benchmark/keycloakVersion13,main,8,,maven,,,
java-benchmark/visitormanagement-unsafe-updated,main,11,,maven,,,
java-decompiler/jd-gui,master,8,,gradlew,,,
java-operator-sdk/java-operator-sdk,main,11,,mvnw,,,
java8/Java8InAction,master,8,,maven,,,
java9-modularity/gradle-modules-plugin,master,8,,gradlew,,,
javaee-samples/javaee7-samples,master,8,,maven,,,
javaee/hk2,master,8,,maven,,,
javaee/javamail,master,8,,maven,,,
javaee/jersey,master,8,,maven,,,
javaee171110/develop,master,8,,maven,,,
javamelody/javamelody,master,8,,maven,,,
javamuc/gradle-semantic-build-versioning,master,8,,gradlew,,true,Build uses Gradle 3.x
javaparser/javaparser,master,8,,mvnw,,,
javaparser/javasymbolsolver,master,8,,gradlew,,true,Build uses Gradle 2.x
javidgon/jenkins-appconnect,master,8,,maven,,,
jaydenxiao2016/AndroidFire,master,8,,gradlew,,true,Build uses Gradle 2.x
jayhorn/jayhorn,devel,8,,gradlew,,true,Build uses Gradle 3.x
jaypz/java-driver-dse,1.x,8,,maven,,,
jayronlou/AutoTrackTransformProject,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
jayware/entity-essentials,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
jayware/gradle-osgi-ds,master,8,,gradlew,,,
jazzschmidt/gradle-docker-plugin,main,8,,gradlew,,,
jazzschmidt/gradle-properties-template-plugin,master,8,,gradlew,,,
jbake-org/jbake,master,8,,gradlew,,,
jbake-org/jbake-gradle-plugin,master,8,,gradlew,,,
jboss-eap-qe/eap-microprofile-test-suite,master,8,,maven,,,
jboss-fuse/redhat-fuse,7.x.sb2.redhat-7-x,8,,maven,,,
jboss-javassist/javassist,master,8,,maven,,,
jboss-modules/jboss-modules,2.x,8,,maven,,,
jboss-switchyard/core,master,8,,maven,,,
jboss/jboss-common-core,master,8,,maven,,,
jbossas/jboss-as-maven-plugin,master,8,,maven,,,
jbossas/jboss-vfs,master,8,,maven,,,
jbosstm/narayana,master,8,,maven,,,
jbosstools/jbosstools-forge,main,8,,maven,,,
jburwell/gradle-javarepl-plugin,master,8,,gradlew,,true,Build uses Gradle 3.x
jc-lab/gradle-cmake-plugin,master,8,,gradlew,,,
jcabi/jcabi-beanstalk-maven-plugin,master,8,,maven,,,
jcabi/jcabi-manifests,master,8,,maven,,,
jcabi/jcabi-mysql-maven-plugin,master,8,,maven,,,
jcabi/jcabi-ssh,master,8,,maven,,,
jcgay/gradle-jdk-chooser-plugin,master,8,,gradlew,,,
jcgay/gradle-notifier,master,8,,gradlew,,,
jcgay/send-notification,master,8,,maven,,,
jclouds/jclouds,master,8,,maven,,,
jclouds/jclouds-examples,master,8,,maven,,,
jclouds/legacy-jclouds,master,8,,maven,,,
jcodec/jcodec,master,8,,maven,,,
jcoleman/tomcat-redis-session-manager,master,8,,gradle,,,
jcraane/kmm-images,main,11,,gradlew,,,
jcraane/kmm-resources,main,8,,gradlew,,,
jcsdatera/datera-cloudstack,master,8,,maven,,,
jd-alexander/LikeButton,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
jd3538/Marist-Sakai-21.x,21.x,8,,maven,,,
jdamcd/android-crop,master,8,,gradlew,,true,Build uses Gradle 2.x
jdarosTD/android-s3-plugin,master,8,,gradlew,,,
jdarosTD/appcenter-publish-plugin,master,8,,gradlew,,,
jdarosTD/boxfuse-variants,master,8,,gradlew,,,
jdemetra/jdemetra-core,develop,8,,maven,,,
jdereg/java-util,master,8,,maven,,,
jdfind/gradle-spoon-plugin,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
jdolan/quetoo-installer-java,master,8,,maven,,,
jdsjlzx/LRecyclerView,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
jdtommy/code-artifact-plugin,main,8,,gradlew,,,
jdzAndroid/Translate,main,8,,gradlew,,,
jease/jease,master,8,,maven,,,
jeasonlzy/ImagePicker,master,8,,gradlew,,true,Build uses Gradle 3.x
jeasonlzy/okhttp-OkGo,master,8,,gradlew,,true,Build uses Gradle 3.x
jeecgboot/jeecg,master,8,,maven,,,
jeffheaton/encog-java-core,master,8,,gradlew,,true,Build uses Gradle 2.x
jeluard/semantic-versioning,master,8,,maven,,,
jenetics/jenetics,master,8,,gradlew,,,
jenkinsci/42crunch-security-audit-plugin,master,8,,maven,,,
jenkinsci/BlameSubversion-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/CFLint-plugin,master,8,,maven,,,
jenkinsci/JenkinsPipelineUnit,master,8,,gradlew,,,
jenkinsci/SECURITY-144-compat,master,8,,maven,,,
jenkinsci/ScheduledTasksView-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/SmoothDashboardView-plugin,master,8,,maven,,,
jenkinsci/Surround-SCM-plugin,master,8,,maven3.3.9,,,
jenkinsci/URLSCM-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/VMWareLabManager-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/WebSVN2-plugin,master,8,,maven,,,
jenkinsci/abap-ci-plugin,master,8,,maven,,,
jenkinsci/absint-a3-plugin,master,8,,maven3.3.9,,,
jenkinsci/absint-astree-plugin,master,8,,maven,,,
jenkinsci/accelq-ci-connect-plugin,main,8,,maven,,,
jenkinsci/acceptance-test-harness,master,8,,maven,,,
jenkinsci/accurev-plugin,master,8,,maven,,,
jenkinsci/active-directory-plugin,master,8,,maven,,,
jenkinsci/activiti-explorer-plugin,master,8,,maven,,,
jenkinsci/acunetix-360-scan-plugin,master,8,,maven,,,
jenkinsci/acunetix-plugin,master,8,,maven,,,
jenkinsci/adaptive-disconnector-plugin,master,8,,maven,,,
jenkinsci/additional-identities-plugin,master,8,,maven,,,
jenkinsci/additional-metrics-plugin,master,8,,maven,,,
jenkinsci/adobe-cloud-manager-plugin,master,8,,maven,,,
jenkinsci/adoptopenjdk-plugin,master,8,,maven,,,
jenkinsci/advanced-installer-msi-builder-plugin,master,8,,maven,,,
jenkinsci/agc-app-upload-plugin,main,8,,maven,,,
jenkinsci/agent-maintenance-plugin,main,8,,maven,,,
jenkinsci/agent-server-parameter-plugin,master,8,,maven,,,
jenkinsci/agile-cockpit-notification-plugin,master,8,,maven,,,
jenkinsci/aio-tests-plugin,master,8,,maven,,,
jenkinsci/aliyun-oss-uploader-plugin,master,8,,maven,,,
jenkinsci/almasw-modbuilder-plugin,master,8,,maven,,,
jenkinsci/amazon-ecr-plugin,master,8,,maven,,,
jenkinsci/amazon-ecs-plugin,master,8,,maven,,,
jenkinsci/analysis-config-plugin,master,11,,maven,,,
jenkinsci/analysis-model,master,11,,maven,,,
jenkinsci/analysis-model-api-plugin,master,11,,maven,,,
jenkinsci/analysis-pom-plugin,master,11,,maven,,,
jenkinsci/analysis-regression-checker-plugin,master,11,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/analysis-suite-plugin,master,11,,maven,,,
jenkinsci/analysis-test-plugin,master,11,,maven,,,
jenkinsci/anchore-container-scanner-plugin,master,8,,maven3.3.9,,,
jenkinsci/android-apk-size-watcher-plugin,master,8,,maven,,,
jenkinsci/android-emulator-plugin,master,8,,maven,,,
jenkinsci/anka-build-plugin,master,8,,maven,,,
jenkinsci/anonymous-token-root-plugin,master,8,,maven,,,
jenkinsci/anonymous-uptime-check-plugin,master,8,,maven,,,
jenkinsci/ansicolor-plugin,master,8,,maven,,,
jenkinsci/ant-in-workspace-plugin,master,8,,maven,,,
jenkinsci/ant-interceptor,master,8,,maven,,,
jenkinsci/ant-plugin,master,8,,maven,,,
jenkinsci/ant-spy,master,8,,maven,,,
jenkinsci/antisamy-markup-formatter-plugin,master,8,,maven,,,
jenkinsci/anything-goes-formatter-plugin,master,8,,maven,,,
jenkinsci/apache-httpcomponents-client-4-api-plugin,master,8,,maven,,,
jenkinsci/apifortress-plugin,master,8,,maven3.3.9,,,
jenkinsci/appaloosa-plugin,master,8,,maven,,,
jenkinsci/appcenter-plugin,master,8,,maven,,,
jenkinsci/applatix-plugin,master,8,,maven3.3.9,,,
jenkinsci/appray-plugin,master,8,,maven,,,
jenkinsci/appscan-plugin,master,8,,maven,,,
jenkinsci/appthwack-plugin,master,8,,maven,,,
jenkinsci/aqua-microscanner-plugin,master,8,,maven3.3.9,,,
jenkinsci/aqua-security-scanner-plugin,master,8,,maven,,,
jenkinsci/aqua-serverless-plugin,master,8,,maven3.3.9,,,
jenkinsci/arachni-scanner-plugin,master,8,,maven,,,
jenkinsci/archetypes,master,8,,maven,,,
jenkinsci/archived-artifact-url-viewer-plugin,master,8,,maven,,,
jenkinsci/arestocats-plugin,master,8,,maven,,,
jenkinsci/argus-notifier-plugin,master,8,,maven,,,
jenkinsci/artifact-diff-plugin,master,8,,maven,,,
jenkinsci/artifact-manager-s3-plugin,master,8,,maven,,,
jenkinsci/artifact-promotion-plugin,master,8,,maven,,,
jenkinsci/artifact-repository-parameter-plugin,master,8,,maven,,,
jenkinsci/artifactdeployer-plugin,master,8,,maven,,,
jenkinsci/artifactory-plugin,master,8,,maven,,,
jenkinsci/ascentialtest-cmd-line-plugin,main,8,,maven,,,
jenkinsci/assembla-merge-request-builder-plugin,master,8,,maven,,,
jenkinsci/assertthat-bdd-jira-plugin,master,8,,maven,,,
jenkinsci/async-http-client-plugin,master,8,,maven,,,
jenkinsci/async-job-plugin,master,8,,maven,,,
jenkinsci/atlassian-jira-software-cloud-plugin,master,8,,maven,,,
jenkinsci/audit-log-plugin,master,8,,maven,,,
jenkinsci/audit-trail-plugin,master,8,,maven,,,
jenkinsci/authentication-tokens-plugin,master,8,,maven,,,
jenkinsci/authorize-project-plugin,master,8,,maven,,,
jenkinsci/autocancel-plugin,master,8,,maven,,,
jenkinsci/autocomplete-parameter-plugin,master,8,,maven,,,
jenkinsci/autograding-plugin,master,8,,maven,,,
jenkinsci/avatar-plugin,master,8,,maven,,,
jenkinsci/aws-beanstalk-releaser-plugin,master,8,,maven,,,
jenkinsci/aws-codecommit-jobs-plugin,develop,8,,maven,,,
jenkinsci/aws-credentials-plugin,master,8,,maven,,,
jenkinsci/aws-global-configuration-plugin,master,8,,maven,,,
jenkinsci/aws-java-sdk-plugin,master,8,,maven,,,
jenkinsci/aws-kinesis-consumer-plugin,master,8,,maven,,,
jenkinsci/aws-sam-plugin,master,8,,maven,,,
jenkinsci/aws-secrets-manager-credentials-provider-plugin,master,8,,maven,,,
jenkinsci/aws-secrets-manager-secret-source-plugin,main,8,,maven,,,
jenkinsci/aws-sqs-trigger-plugin,main,8,,maven,,,
jenkinsci/azure-ad-plugin,master,8,,maven,,,
jenkinsci/azure-artifact-manager-plugin,master,8,,maven,,,
jenkinsci/azure-cli-plugin,master,8,,maven,,,
jenkinsci/azure-container-agents-plugin,master,8,,maven,,,
jenkinsci/azure-credentials-ext-plugin,master,8,,maven,,,
jenkinsci/azure-credentials-plugin,master,8,,maven,,,
jenkinsci/azure-dev-spaces-plugin,dev,8,,maven,,,
jenkinsci/azure-event-grid-notifier-plugin,master,8,,maven3.3.9,,,
jenkinsci/azure-function-plugin,dev,8,,maven,,,
jenkinsci/azure-keyvault-plugin,master,8,,maven,,,
jenkinsci/azure-publishersettings-credentials-plugin,master,8,,maven3.3.9,,,
jenkinsci/azure-sdk-plugin,master,8,,maven,,,
jenkinsci/azure-slave-plugin,master,8,,maven3.3.9,,,
jenkinsci/azure-storage-plugin,master,8,,maven,,,
jenkinsci/azure-vm-agents-plugin,master,8,,maven,,,
jenkinsci/azure-vmss-plugin,dev,8,,maven,,,
jenkinsci/backend-jpi-create,master,8,,maven,,,
jenkinsci/backlog-plugin,master,8,,maven,,,
jenkinsci/backup-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/badge-plugin,master,8,,maven,,,
jenkinsci/bamboo-notifier-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/bart-plugin,master,8,,maven,,,
jenkinsci/basic-branch-build-strategies-plugin,master,8,,maven,,,
jenkinsci/batch-task-plugin,master,8,,maven3.3.9,,,
jenkinsci/bazaar-plugin,master,8,,maven,,,
jenkinsci/beaker-builder-plugin,master,8,,maven,,,
jenkinsci/beer-plugin,master,8,,maven,,,
jenkinsci/behave-testresults-publisher-plugin,master,8,,maven,,,
jenkinsci/benchmark-evaluator-plugin,master,8,,maven,,,
jenkinsci/bitbucket-approval-filter-plugin,master,8,,maven,,,
jenkinsci/bitbucket-branch-source-plugin,master,8,,maven,,,
jenkinsci/bitbucket-build-status-notifier-plugin,master,8,,maven,,,
jenkinsci/bitbucket-filter-project-trait-plugin,master,8,,maven,,,
jenkinsci/bitbucket-plugin,master,8,,maven,,,
jenkinsci/bitbucket-pullrequests-filter-plugin,main,8,,maven,,,
jenkinsci/bitbucket-push-and-pull-request-plugin,master,8,,maven,,,
jenkinsci/bitkeeper-plugin,master,8,,maven,,,
jenkinsci/blame-upstream-commiters-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/blitz_io-plugin,master,8,,maven,,,
jenkinsci/block-build-final-project-plugin,master,8,,maven3.3.9,,,
jenkinsci/block-same-builds-plugin,master,8,,maven3.3.9,,,
jenkinsci/blueocean-acceptance-test,master,8,,maven,,,
jenkinsci/blueocean-autofavorite-plugin,master,8,,maven,,,
jenkinsci/blueocean-display-url-plugin,master,8,,maven,,,
jenkinsci/blueocean-maven-plugin,master,8,,maven,,,
jenkinsci/blueocean-plugin,master,8,,maven,,,
jenkinsci/bmc-cfa-plugin,main,8,,maven,,,
jenkinsci/bmc-rpd-plugin,master,8,,maven3.3.9,,,
jenkinsci/boot-clj-plugin,master,8,,maven3.3.9,,,
jenkinsci/bootstrap4-api-plugin,master,11,,maven,,,
jenkinsci/bootstrap5-api-plugin,master,11,,maven,,,
jenkinsci/bouncycastle-api-plugin,master,8,,maven,,,
jenkinsci/branch-api-plugin,master,8,,maven,,,
jenkinsci/breachlock-dast-plugin,master,8,,maven,,,
jenkinsci/browserstack-integration-plugin,master,8,,maven,,,
jenkinsci/bruceschneier-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/btc-embeddedplatform-plugin,master,8,,maven,,,
jenkinsci/buckminster-plugin,master,8,,maven,,,
jenkinsci/bugzilla-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/build-alias-setter-plugin,master,8,,maven,,,
jenkinsci/build-discarder-plugin,main,8,,maven,,,
jenkinsci/build-env-propagator-plugin,master,8,,maven,,,
jenkinsci/build-environment-plugin,master,8,,maven,,,
jenkinsci/build-failure-analyzer-plugin,master,8,,maven,,,
jenkinsci/build-flow-pipeline-integration-sandbox,master,8,,maven,,,
jenkinsci/build-flow-plugin,master,8,,gradlew,,true,Build uses Gradle 2.x
jenkinsci/build-health-cache-updater-plugin,master,8,,maven,,,
jenkinsci/build-history-manager-plugin,master,8,,maven,,,
jenkinsci/build-history-metrics-plugin,master,8,,maven,,,
jenkinsci/build-name-setter-plugin,master,8,,maven,,,
jenkinsci/build-node-column-plugin,master,8,,maven,,,
jenkinsci/build-pipeline-extension-layout-plugin,master,8,,maven,,,
jenkinsci/build-publisher-plugin,master,8,,maven,,,
jenkinsci/build-steps-from-json-plugin,master,8,,maven3.3.9,,,
jenkinsci/build-symlink-plugin,master,8,,maven,,,
jenkinsci/build-time-blame-plugin,master,8,,maven,,,
jenkinsci/build-timeout-plugin,master,8,,maven,,,
jenkinsci/build-timestamp-plugin,master,8,,maven,,,
jenkinsci/build-token-root-plugin,master,8,,maven,,,
jenkinsci/build-token-trigger-plugin,master,8,,maven,,,
jenkinsci/build-user-vars-plugin,master,8,,maven,,,
jenkinsci/build-view-column-plugin,master,8,,maven3.3.9,,,
jenkinsci/buildcontext-capture-plugin,master,8,,maven,,,
jenkinsci/buildflow-extensions-plugin,master,8,,maven,,,
jenkinsci/buildgraph-view-plugin,master,8,,maven3.3.9,,,
jenkinsci/buildresult-trigger-plugin,master,8,,maven,,,
jenkinsci/buildtriggerbadge-plugin,master,8,,maven,,,
jenkinsci/built-on-column-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/bulk-builder-plugin,master,8,,maven,,,
jenkinsci/bumblebee-plugin,master,8,,maven,,,
jenkinsci/byteguard-build-actions-plugin,master,8,,maven,,,
jenkinsci/ca-apm-plugin,master,8,,maven,,,
jenkinsci/ca-mat-performance-benchmarking-by-broadcom-plugin,master,8,,maven,,,
jenkinsci/ca-service-virtualization-plugin,master,8,,maven,,,
jenkinsci/cachet-gating-plugin,master,8,,maven,,,
jenkinsci/caffeine-api-plugin,master,8,,maven,,,
jenkinsci/calendar-view-plugin,master,8,,maven,,,
jenkinsci/caliper-ci-plugin,svn,8,,maven,,,
jenkinsci/callback-buildstep-plugin,master,8,,maven,,,
jenkinsci/campfire-plugin,master,8,,maven,,,
jenkinsci/carbonetes-serverless-container-scanning-and-policy-compliance-plugin,master,8,,maven,,,
jenkinsci/carl-plugin,master,8,,maven,,,
jenkinsci/caroline-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/cas1-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/catalogic-ecx-plugin,master,8,,maven,,,
jenkinsci/categorized-view-plugin,master,8,,maven,,,
jenkinsci/cavirin-image-secure-plugin,master,8,,maven,,,
jenkinsci/cccc-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/ccm-plugin,master,8,,maven,,,
jenkinsci/cctray-xml-plugin,master,8,,maven,,,
jenkinsci/ceylon-plugin,master,8,,maven,,,
jenkinsci/change-assembly-version-plugin,master,8,,maven,,,
jenkinsci/changelog-history-plugin,master,8,,maven3.3.9,,,
jenkinsci/changes-since-last-success-plugin,master,8,,maven,,,
jenkinsci/chaos-butler-plugin,master,8,,maven3.3.9,,,
jenkinsci/chaos-monkey-plugin,master,8,,maven,,,
jenkinsci/chatter-notifier-plugin,master,8,,maven,,,
jenkinsci/checkmarx-ast-scanner-plugin,main,8,,maven,,,
jenkinsci/checkmarx-plugin,master,8,,gradlew,,,
jenkinsci/checks-api-plugin,master,11,,maven,,,
jenkinsci/chef-identity-plugin,master,8,,maven,,,
jenkinsci/chef-tracking-plugin,master,8,,maven,,,
jenkinsci/choice-from-file-parameter-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/chosen-plugin,master,8,,maven,,,
jenkinsci/chosen-views-tabbar,master,8,,maven,,,
jenkinsci/chrome-frame-plugin,master,8,,maven,,,
jenkinsci/chromedriver-plugin,master,8,,maven,,,
jenkinsci/chucknorris-plugin,master,8,,maven,,,
jenkinsci/ci-game-plugin,master,8,,maven,,,
jenkinsci/ci-with-toad-devops-toolkit-plugin,master,8,,maven,,,
jenkinsci/ci-with-toad-edge-plugin,master,8,,maven3.3.9,,,
jenkinsci/ci.jenkins.io-runner,master,8,,maven,,,
jenkinsci/claim-plugin,master,8,,maven,,,
jenkinsci/clamav-plugin,master,8,,maven,,,
jenkinsci/clang-tidy-plugin,master,8,,maven,,,
jenkinsci/clearcase-plugin,master,8,,maven,,,
jenkinsci/clearcase-release-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/clearcase-ucm-baseline-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/cli-commander-plugin,master,8,,maven,,,
jenkinsci/cli-extras-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/clif-performance-testing-plugin,master,8,,maven,,,
jenkinsci/cloud-stats-plugin,master,8,,maven,,,
jenkinsci/cloudbees-credentials-plugin,master,8,,maven,,,
jenkinsci/cloudbees-deployer-plugin,master,8,,maven,,,
jenkinsci/cloudbees-disk-usage-simple-plugin,master,8,,maven,,,
jenkinsci/cloudbees-enabler-plugin,master,8,,maven,,,
jenkinsci/cloudbees-enterprise-plugins-plugin,master,8,,maven,,,
jenkinsci/cloudbees-feature-management-plugin,master,8,,maven,,,
jenkinsci/cloudbees-folder-plugin,master,8,,maven,,,
jenkinsci/cloudbees-jenkins-advisor-plugin,master,8,,maven,,,
jenkinsci/cloudbees-plugin-gateway,master,8,,maven,,,
jenkinsci/cloudbees-registration-plugin,master,8,,maven,,,
jenkinsci/cloudcoreo-deploytime-plugin,master,8,,maven,,,
jenkinsci/cloudevents-plugin,main,8,,maven,,,
jenkinsci/cloudguard-shiftleft-plugin,main,8,,maven,,,
jenkinsci/cloudhub-deployer-plugin,master,8,,maven,,,
jenkinsci/cloudify-plugin,master,8,,maven,,,
jenkinsci/cloudshell-sandbox-plugin,develop,8,,maven3.3.9,,,
jenkinsci/cloudtest-plugin,master,8,,maven,,,
jenkinsci/clover-plugin,master,8,,maven,,,
jenkinsci/cloverphp-plugin,master,8,,maven,,,
jenkinsci/cmakebuilder-plugin,master,8,,maven,,,
jenkinsci/cmvc-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/cobertura-plugin,master,8,,maven,,,
jenkinsci/cocoemma-plugin,master,8,,maven,,,
jenkinsci/code-coverage-api-plugin,master,11,,maven,,,
jenkinsci/codebeamer-coverage-publisher-plugin,master,8,,maven,,,
jenkinsci/codebeamer-xunit-importer-plugin,master,8,,maven,,,
jenkinsci/codedx-plugin,master,8,,maven,,,
jenkinsci/codehealth-plugin,master,8,,maven3.3.9,,,
jenkinsci/codeplex-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/codeql-plugin,main,8,,maven,,,
jenkinsci/codescan-plugin,master,8,,maven3.3.9,,,
jenkinsci/codescanner-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/codeviation-plugin,master,8,,maven,,,
jenkinsci/collabnet-plugin,master,8,,maven,,,
jenkinsci/collapsing-console-sections-plugin,master,8,,maven,,,
jenkinsci/color-logger-plugin,master,8,,maven,,,
jenkinsci/command-launcher-plugin,master,8,,maven,,,
jenkinsci/comments-remover-plugin,master,8,,maven3.3.9,,,
jenkinsci/commons-lang-api-plugin,main,8,,maven,,,
jenkinsci/commons-lang3-api-plugin,main,8,,maven,,,
jenkinsci/commons-text-api-plugin,main,8,,maven,,,
jenkinsci/compact-columns-plugin,master,8,,maven,,,
jenkinsci/composer-dependency-analysis-plugin,master,8,,maven3.3.9,,,
jenkinsci/compound-slaves-plugin,master,8,,maven,,,
jenkinsci/compress-artifacts-plugin,master,8,,maven,,,
jenkinsci/compress-buildlog-plugin,master,8,,maven,,,
jenkinsci/compressed_files_viewer-plugin,master,8,,maven,,,
jenkinsci/compuware-common-configuration-plugin,master,8,,maven,,,
jenkinsci/compuware-scm-downloader-plugin,master,8,,maven,,,
jenkinsci/compuware-strobe-measurement-plugin,master,8,,maven,,,
jenkinsci/compuware-topaz-for-total-test-plugin,master,8,,maven,,,
jenkinsci/compuware-topaz-utilities-plugin,master,8,,maven,,,
jenkinsci/compuware-xpediter-code-coverage-plugin,master,8,,maven,,,
jenkinsci/compuware-zadviser-api-plugin,master,8,,maven,,,
jenkinsci/concordionpresenter-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/concurrent-run-blocker-plugin,master,8,,maven,,,
jenkinsci/concurrent-step-plugin,master,8,,maven,,,
jenkinsci/conditional-upstream-trigger-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/config-autorefresh-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/config-driven-pipeline-plugin,master,8,,maven,,,
jenkinsci/config-file-provider-plugin,master,8,,maven,,,
jenkinsci/config-provider-model,master,8,,maven,,,
jenkinsci/configuration-as-code-groovy-plugin,master,8,,maven,,,
jenkinsci/configuration-as-code-plugin,master,8,,maven,,,
jenkinsci/configurationslicing-plugin,master,8,,maven,,,
jenkinsci/configure-job-column-plugin,master,8,,maven,,,
jenkinsci/conflict-aware-ondemand-strategy-plugin,main,8,,maven,,,
jenkinsci/conjur-simple-integration-plugin,master,8,,maven,,,
jenkinsci/console-badge-plugin,master,8,,maven3.3.9,,,
jenkinsci/console-column-plugin,master,8,,maven,,,
jenkinsci/console-log-text-replacer-plugin,master,8,,maven,,,
jenkinsci/console-navigation-plugin,develop,8,,maven,,,
jenkinsci/console-tail-plugin,master,8,,maven,,,
jenkinsci/constant-pool-scanner,master,8,,maven,,,
jenkinsci/consul-kv-builder-plugin,master,8,,maven3.3.9,,,
jenkinsci/consul-plugin,master,8,,maven,,,
jenkinsci/container-image-link-plugin,master,8,,maven,,,
jenkinsci/content-replace-plugin,master,8,,maven,,,
jenkinsci/contrast-continuous-application-security-plugin,master,8,,maven,,,
jenkinsci/conventional-commits-plugin,main,8,,maven,,,
jenkinsci/convert-to-pipeline-plugin,master,8,,maven,,,
jenkinsci/copy-data-to-workspace-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/copy-to-slave-plugin,master,8,,maven,,,
jenkinsci/copyarchiver-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/copyartifact-plugin,master,8,,maven,,,
jenkinsci/core-annotation-processors,master,8,,maven,,,
jenkinsci/core-js,master,8,,maven,,,
jenkinsci/cortex-metrics-plugin,master,8,,maven,,,
jenkinsci/couchdb-statistics-plugin,master,8,,maven,,,
jenkinsci/countjobs-viewstabbar-plugin,master,8,,maven,,,
jenkinsci/covcomplplot-plugin,master,8,,maven,,,
jenkinsci/coverage-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/coverity-plugin,master,8,,maven3.3.9,,,
jenkinsci/cppcheck-plugin,master,8,,maven,,,
jenkinsci/cppncss-plugin,master,8,,maven,,,
jenkinsci/cpptest-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/cppunit-plugin,master,8,,maven,,true,java.lang.NoClassDefFoundError: com/sun/mirror/apt/AnnotationProcessorFactory
jenkinsci/crap4j-plugin,master,8,,maven,,,
jenkinsci/create-and-run-job-trigger-plugin,master,8,,maven3.3.9,,,
jenkinsci/createjobadvanced-plugin,master,8,,maven,,,
jenkinsci/credentials-binding-plugin,master,8,,maven,,,
