repoName,branch,javaVersion,style,buildTool,buildAction,skip,skipReason
apache/aries-component-dsl,master,8,,maven,,,
apache/aries-containers,master,8,,maven,,,
apache/aries-jax-rs-whiteboard,master,8,,maven,,,
apache/aries-journaled-events,master,8,,maven,,,
apache/aries-jpa,master,8,,maven,,,
apache/aries-rsa,master,8,,maven,,,
apache/aries-tx-control,master,8,,maven,,,
apache/aries-typedevent,main,8,,maven,,,
apache/asterixdb,master,11,,maven,,,
apache/asterixdb-bad,master,8,,maven,,,
apache/asterixdb-clients,master,8,,maven,,,
apache/asterixdb-graph,master,8,,maven,,,
apache/asterixdb-hyracks,master,8,,maven,,,
apache/atlas,master,8,,maven,,,
apache/avro,master,8,,maven,,,
apache/axis-axis1-java,master,8,,maven,,,
apache/axis-axis2-java-core,master,11,,maven,,,
apache/axis-axis2-java-rampart,master,8,,maven,,,
apache/axis-axis2-java-sandesha,master,8,,maven,,,
apache/axis-axis2-java-savan,master,8,,maven,,,
apache/axis-axis2-java-transports,master,8,,maven,,,
apache/bahir-flink,master,8,,maven,,,
apache/beam,master,8,,gradlew,,,
apache/beam-starter-java,main,8,,gradle,,,
apache/bookkeeper,master,8,,maven,,,
apache/brooklyn-library,master,8,,maven,,,
apache/brooklyn-server,master,8,,maven,,,
apache/bval,master,8,,maven,,,
apache/calcite,main,8,,gradlew,,,
apache/calcite-avatica,main,8,,gradlew,,,
apache/camel,main,11,,mvnw,,,
apache/camel-k-runtime,main,11,,maven,,,
apache/camel-kafka-connector,main,8,,maven,,,
apache/camel-kameleon,main,11,,maven,,,
apache/camel-kamelets,main,11,,maven,,,
apache/camel-karaf,main,11,,maven,,,
apache/camel-performance-tests,main,11,,maven,,,
apache/camel-quarkus,main,11,,mvnw,,,
apache/camel-spring-boot,main,11,,maven,,,
apache/camel-spring-boot-examples,main,11,,maven,,,
apache/cassandra-accord,trunk,11,,gradlew,,,
apache/cassandra-diff,trunk,8,,maven,,,
apache/cassandra-harry,trunk,8,,maven,,,
apache/cassandra-in-jvm-dtest-api,trunk,8,,maven,,,
apache/cassandra-sidecar,trunk,8,,gradlew,,,
apache/cayenne,master,11,,maven,,,
apache/cayenne-modeler,master,11,,maven,,,
apache/chainsaw,trunk,8,,maven,,,
apache/clerezza,master,8,,maven,,,
apache/clerezza-rdf-core,master,8,,maven,,,
apache/cloudstack,main,11,,maven,,,
apache/cocoon,trunk,8,,maven,,,
apache/commons-bcel,master,8,,maven,,,
apache/commons-beanutils,master,8,,maven,,,
apache/commons-bsf,master,8,,maven,,,
apache/commons-chain,master,8,,maven,,,
apache/commons-cli,master,8,,maven,,,
apache/commons-codec,master,8,,maven,,,
apache/commons-collections,master,8,,maven,,,
apache/commons-compress,master,8,,maven,,,
apache/commons-configuration,master,8,,maven,,,
apache/commons-crypto,master,8,,maven,,,
apache/commons-csv,master,8,,maven,,,
apache/commons-dbcp,master,8,,maven,,,
apache/commons-dbutils,master,8,,maven,,,
apache/commons-digester,master,8,,maven,,,
apache/commons-email,master,8,,maven,,,
apache/commons-exec,master,8,,maven,,,
apache/commons-fileupload,master,8,,maven,,,
apache/commons-functor,master,11,,maven,,,
apache/commons-geometry,master,8,,maven,,,
apache/commons-graph,master,8,,maven,,,
apache/commons-imaging,master,8,,maven,,,
apache/commons-io,master,8,,maven,,,
apache/commons-jci,master,8,,maven,,,
apache/commons-jcs,master,8,,maven,,,
apache/commons-jelly,master,8,,maven,,,
apache/commons-jexl,master,8,,maven,,,
apache/commons-jxpath,master,8,,maven,,,
apache/commons-lang,master,8,,maven,,,
apache/commons-logging,master,8,,maven,,,
apache/commons-math,master,8,,maven,,,
apache/commons-net,master,8,,maven,,,
apache/commons-numbers,master,8,,maven,,,
apache/commons-ognl,master,8,,maven,,,
apache/commons-pool,master,8,,maven,,,
apache/commons-proxy,master,8,,maven,,,
apache/commons-rdf,master,8,,maven,,,
apache/commons-release-plugin,master,8,,maven,,,
apache/commons-rng,master,8,,maven,,,
apache/commons-scxml,master,8,,maven,,,
apache/commons-statistics,master,8,,maven,,,
apache/commons-testing,master,8,,maven,,,
apache/commons-text,master,8,,maven,,,
apache/commons-validator,master,8,,maven,,,
apache/commons-vfs,master,8,,maven,,,
apache/commons-weaver,master,8,,maven,,,
apache/continuum,trunk,8,,maven,,,
apache/creadur-rat,master,8,,maven,,,
apache/creadur-tentacles,master,8,,maven,,,
apache/creadur-whisker,master,8,,maven,,,
apache/crunch,master,8,,maven,,,
apache/ctakes,trunk,8,,maven,,,
apache/curator,master,8,,maven,,,
apache/cxf,master,8,,maven,,,
apache/cxf-build-utils,master,11,,maven,,,
apache/cxf-dosgi,master,8,,maven,,,
apache/cxf-fediz,master,8,,maven,,,
apache/cxf-site,master,8,,maven,,,
apache/cxf-xjc-utils,master,11,,maven,,,
apache/datafu,master,8,,gradle,,,
apache/datasketches-characterization,master,11,,maven,,,
apache/datasketches-hive,master,8,,maven,,,
apache/datasketches-java,master,8,,maven,,,
apache/datasketches-memory,master,8,,maven,,,
apache/datasketches-memory16,master,17,,maven,,,
apache/datasketches-memory17,main,8,,maven,,,
apache/datasketches-pig,master,8,,maven,,,
apache/datasketches-server,main,8,,maven,,,
apache/datasketches-vector,master,8,,maven,,,
apache/db-jdo,main,8,,maven,,,
apache/ddlutils,trunk,8,,maven,,,
apache/deltaspike,master,8,,maven,,,
apache/directmemory,trunk,8,,maven,,,
apache/directmemory-lightning,trunk,8,,maven,,,
apache/directory-buildtools,master,8,,maven,,,
apache/directory-fortress-commander,master,11,,maven,,,
apache/directory-fortress-core,master,8,,maven,,,
apache/directory-fortress-enmasse,master,8,,maven,,,
apache/directory-fortress-realm,master,8,,maven,,,
apache/directory-kerby,trunk,8,,maven,,,
apache/directory-ldap-api,master,8,,maven,,,
apache/directory-mavibot,master,8,,maven,,,
apache/directory-scimple,develop,11,,maven,,,
apache/directory-server,master,8,,maven,,,
apache/directory-studio,master,11,,maven,,,
apache/distributedlog,master,8,,maven,,,
apache/dolphinscheduler,dev,8,,maven,,,
apache/dolphinscheduler-maven-plugin,master,8,,maven,,,
apache/drill,master,8,,maven,,,
apache/druid,master,8,,maven,,,
apache/dubbo,3.0,8,,mvnw,,,
apache/dubbo-admin,develop,8,,maven,,,
apache/dubbo-async-processor,master,8,,maven,,,
apache/dubbo-benchmark,master,8,,maven,,,
apache/dubbo-feature-test,master,8,,maven,,,
apache/dubbo-hessian-lite,master,8,,maven,,,
apache/dubbo-kubernetes,master,8,,maven,,,
apache/dubbo-proxy,master,8,,maven,,,
apache/dubbo-rpc-jsonrpc,master,8,,maven,,,
apache/dubbo-samples,master,8,,maven,,,
apache/dubbo-sentinel-support,master,8,,maven,,,
apache/dubbo-serialization-gson,master,8,,maven,,,
apache/dubbo-spi-extensions,master,8,,maven,,,
apache/dubbo-spring-boot-project,master,8,,maven,,,
apache/empire-db,master,8,,maven,,,
apache/felix-atomos,master,8,,maven,,,
apache/fineract,develop,8,,gradlew,,,
apache/fineract-cn-accounting,develop,8,,gradlew,,,
apache/fineract-cn-anubis,develop,8,,gradlew,,,
apache/fineract-cn-api,develop,8,,gradlew,,,
apache/fineract-cn-async,develop,8,,gradlew,,,
apache/fineract-cn-cassandra,develop,8,,gradlew,,,
apache/fineract-cn-cheques,develop,8,,gradlew,,,
apache/fineract-cn-command,develop,8,,gradlew,,,
apache/fineract-cn-crypto,develop,8,,gradlew,,,
apache/fineract-cn-customer,develop,8,,gradlew,,,
apache/fineract-cn-data-jpa,develop,8,,gradlew,,,
apache/fineract-cn-default-setup,develop,8,,gradlew,,true,Build uses Gradle 3.x
apache/fineract-cn-demo-server,develop,8,,gradlew,,,
apache/fineract-cn-deposit-account-management,develop,8,,gradlew,,,
apache/fineract-cn-group,develop,8,,gradlew,,,
apache/fineract-cn-identity,develop,8,,gradlew,,,
apache/fineract-cn-interoperation,develop,8,,gradlew,,,
apache/fineract-cn-lang,develop,8,,gradlew,,,
apache/fineract-cn-mariadb,develop,8,,gradlew,,true,Build uses Gradle 3.x
apache/fineract-cn-mobile,development,8,,gradlew,,,
apache/fineract-cn-notifications,develop,8,,gradlew,,,
apache/fineract-cn-office,develop,8,,gradlew,,,
apache/fineract-cn-payroll,develop,8,,gradlew,,,
apache/fineract-cn-permitted-feign-client,develop,8,,gradlew,,,
apache/fineract-cn-portfolio,develop,8,,gradlew,,,
apache/fineract-cn-postgresql,develop,8,,gradlew,,,
apache/fineract-cn-provisioner,develop,8,,gradlew,,,
apache/fineract-cn-reporting,develop,8,,gradlew,,true,Build uses Gradle 3.x
apache/fineract-cn-rhythm,develop,8,,gradlew,,,
apache/fineract-cn-service-starter,develop,8,,gradlew,,true,Build uses Gradle 3.x
apache/fineract-cn-stellar-bridge,master,8,,gradlew,,true,Build uses Gradle 3.x
apache/fineract-cn-teller,develop,8,,gradlew,,,
apache/fineract-cn-template,develop,8,,gradlew,,,
apache/fineract-cn-test,develop,8,,gradlew,,,
apache/fineract-credit-scorecard,develop,8,,gradlew,,,
apache/flex-blazeds,master,8,,maven,,,
apache/flink,master,8,,mvnw,,,
apache/flink-benchmarks,master,8,,maven,,,
apache/flink-connector-elasticsearch,main,8,,maven,,,
apache/flink-kubernetes-operator,main,11,,maven,,,
apache/flink-ml,master,8,,maven,,,
apache/flink-statefun,master,8,,maven,,,
apache/flink-table-store,master,8,,maven,,,
apache/flink-training,master,8,,gradlew,,,
apache/flume,trunk,8,,mvnw,,,
apache/flume-search,master,8,,maven,,,
apache/fluo,main,8,,maven,,,
apache/fluo-examples,main,11,,maven,,,
apache/fluo-recipes,main,11,,maven,,,
apache/freemarker-docgen,master,8,,maven,,,
apache/freemarker-generator,master,8,,maven,,,
apache/freemarker-online-tester,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
apache/ftpserver,trunk,8,,maven,,,
apache/geode,develop,8,,gradlew,,,
apache/geode-benchmarks,develop,8,,gradlew,,,
apache/geode-examples,develop,8,,gradlew,,,
apache/geode-kafka-connector,master,8,,maven,,,
apache/geronimo,trunk,8,,maven,,,
apache/geronimo-arthur,master,8,,maven,,,
apache/geronimo-batchee,master,8,,maven,,,
apache/geronimo-config,trunk,8,,maven,,,
apache/geronimo-devtools,trunk,8,,maven,,,
apache/geronimo-genesis,trunk,8,,maven,,,
apache/geronimo-gshell,trunk,8,,maven,,,
apache/geronimo-health,master,8,,maven,,,
apache/geronimo-jcache-simple,master,8,,maven,,,
apache/geronimo-jwt-auth,master,8,,maven,,,
apache/geronimo-metrics,master,8,,maven,,,
apache/geronimo-microprofile,master,8,,maven,,,
apache/geronimo-openapi,master,8,,maven,,,
apache/geronimo-opentracing,master,8,,maven,,,
apache/geronimo-safeguard,master,8,,maven,,,
apache/geronimo-specs,trunk,8,,maven,,,
apache/geronimo-txmanager,trunk,8,,maven,,,
apache/geronimo-xbean,trunk,8,,maven,,,
apache/geronimo-yoko,master,8,,maven,,,
apache/giraph,trunk,8,,maven,-Phadoop_2,,
apache/gobblin,master,8,,gradlew,,,
apache/gora,master,8,,maven,,,
apache/groovy,master,8,,gradlew,,,
apache/guacamole-client,master,8,,maven,,,
apache/hadoop,trunk,8,,maven,,,
apache/hadoop-common,trunk,8,,maven,,,
apache/hama,master,8,,maven,,,
apache/hbase,master,8,,maven,,,
apache/hbase-filesystem,master,8,,maven,,,
apache/hbase-operator-tools,master,8,,maven,,,
apache/hbase-thirdparty,master,8,,maven,,,
apache/hcatalog,trunk,8,,maven,,,
apache/helix,master,8,,maven,,,
apache/hive,master,8,,maven,,,
apache/hop,master,11,,maven,,,
apache/httpcomponents-client,master,8,,maven,,,
apache/httpcomponents-core,master,8,,maven,,,
apache/hudi,master,8,,maven,,,
apache/iceberg,master,8,,gradlew,,,
apache/ignite,master,11,,mvnw,,,
apache/ignite-3,main,11,,maven,,,
apache/ignite-extensions,master,11,,maven,,,
apache/ignite-teamcity-bot,master,8,,gradle,,,
apache/incubator-ambari,trunk,8,,maven,,,
apache/incubator-atlas,master,8,,maven,,,
apache/incubator-batchee,master,8,,maven,,,
apache/incubator-brooklyn,master,8,,maven,,,
apache/incubator-crail,master,8,,maven,,,
apache/incubator-datalab,master,8,,maven,,,
apache/incubator-dubbo,3.0,8,,mvnw,,,
apache/incubator-dubbo-spring-boot-project,master,8,,mvnw,,,
apache/incubator-eventmesh,master,8,,gradlew,,,
apache/incubator-hivemall,master,8,,maven,,,
apache/incubator-hugegraph,master,8,,maven,,,
apache/incubator-hugegraph-commons,master,8,,maven,,,
apache/incubator-hugegraph-computer,master,8,,maven,,,
apache/incubator-hugegraph-toolchain,master,8,,maven,,,
apache/incubator-inlong,master,8,,maven,,,
apache/incubator-knox,trunk,8,,maven,,,
apache/incubator-linkis,master,8,,maven,,,
apache/incubator-myriad,master,8,,gradlew,,,
apache/incubator-nemo,master,8,,maven,,,
apache/incubator-nlpcraft-java-client,master,11,,maven,,,
apache/incubator-optiq-csv,master,8,,maven,,,
apache/incubator-optiq-linq4j,master,8,,maven,,,
apache/incubator-retired-edgent,develop,8,,maven,,,
apache/incubator-retired-gossip,master,8,,maven,,,
apache/incubator-retired-openaz,master,8,,maven,,,
apache/incubator-retired-pirk,master,8,,maven,,,
apache/incubator-retired-slider,develop,8,,maven,,,
apache/incubator-retired-tamaya-extensions,master,8,,maven,,,
apache/incubator-samoa,master,8,,maven,,,
apache/incubator-sdap-mudrod,master,8,,maven,,,
apache/incubator-sdap-ningester,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
apache/incubator-seatunnel,dev,8,,maven,,,
apache/incubator-sedona,master,8,,maven,,,
apache/incubator-sentry,master,8,,maven,,,
apache/incubator-shenyu,master,8,,maven,,,
apache/incubator-streampipes,dev,8,,maven,,,
apache/incubator-streampipes-examples,dev,8,,maven,,,
apache/incubator-tajo,master,8,,maven,,,
apache/incubator-taverna-commandline,master,8,,maven,,,
apache/incubator-taverna-common-activities,master,8,,maven,,,
apache/incubator-taverna-engine,master,8,,maven,,,
apache/incubator-taverna-language,master,8,,maven,,,
apache/incubator-taverna-mobile,master,8,,gradle,,,
apache/incubator-taverna-osgi,master,8,,maven,,,
apache/incubator-taverna-plugin-gis,master,8,,maven,,,
apache/incubator-taverna-server,master,8,,maven,,,
apache/incubator-taverna-workbench,master,8,,maven,,,
apache/incubator-taverna-workbench-common-activities,master,8,,maven,,,
apache/incubator-tez,master,8,,maven,,,
apache/incubator-tuweni,main,8,,gradlew,,,
apache/incubator-twill,master,8,,maven,,,
apache/incubator-wayang,main,8,,maven,,,
apache/infrastructure-jenkins,master,8,,maven,,,
apache/iotdb,master,8,,maven,,,
apache/isis,master,11,,maven,,,
apache/isis-app-demo,main,11,,maven,,,
apache/isis-app-helloworld,jpa,8,,maven,,,
apache/isis-app-simpleapp,jpa,11,,maven,,,
apache/jackrabbit,trunk,8,,maven,,,
apache/jackrabbit-filevault,master,11,,maven,,,
apache/jackrabbit-filevault-package-maven-plugin,master,11,,maven,,,
apache/jackrabbit-oak,trunk,8,,maven,,,
apache/jackrabbit-ocm,trunk,8,,maven,,,
apache/james-hupa,trunk,8,,maven,,,
apache/james-jdkim,master,8,,maven,,,
apache/james-jsieve,master,8,,maven,,,
apache/james-jspf,master,8,,maven,,,
apache/james-mime4j,master,8,,maven,,,
apache/james-postage,master,8,,maven,,,
apache/james-project,master,11,,maven,,,
apache/jclouds,master,8,,maven,,,
apache/jclouds-examples,master,8,,maven,,,
apache/jclouds-labs,master,8,,maven,,,
apache/jclouds-labs-aws,master,8,,maven,,,
apache/jclouds-labs-openstack,master,8,,maven,,,
apache/jena,main,11,,maven,,,
apache/jmeter,master,8,,gradlew,,true,settings.gradle.kts has code that disallows buildscript classpath entries other than those expected which our gradle enterprise integration violates
apache/johnzon,master,8,,maven,,,
apache/joshua,master,8,,maven,,,
apache/jsecurity,trunk,8,,maven,,,
apache/jspwiki,master,8,,maven,,,
apache/juddi,master,8,,maven,,,
apache/juddi-scout,master,8,,maven,,,
apache/juneau,master,8,,maven,,,
apache/juneau-petstore,master,11,,maven,,,
apache/kafka,trunk,8,,gradlew,,,
apache/kalumet,trunk,8,,maven,,,
apache/karaf,main,11,,maven,,,
apache/karaf-boot,master,11,,maven,,,
apache/karaf-cave,main,11,,maven,,,
apache/karaf-cellar,main,11,,maven,,,
apache/karaf-decanter,main,11,,maven,,,
apache/karaf-eik,master,11,,maven,,,
apache/karaf-jclouds,master,11,,maven,,,
apache/karaf-jclouds-cli,master,11,,maven,,,
apache/karaf-reactive-components,master,11,,maven,,,
apache/karaf-webconsole,master,11,,maven,,,
apache/karaf-winegrower,master,11,,maven,,,
apache/knox,master,8,,maven,,,
apache/kylin,main,8,,maven,,,
apache/lenya,trunk,8,,maven,,,
apache/log4j-extras,trunk,8,,maven,,,
apache/log4j-zeroconf,trunk,8,,maven,,,
apache/logging-chainsaw,master,11,,maven,,,
apache/logging-log4j-audit,master,8,,maven,,,
apache/logging-log4j-audit-sample,master,8,,maven,,,
apache/logging-log4j-boot,master,8,,maven,,,
apache/logging-log4j-tools,master,8,,maven,,,
apache/logging-log4j1,main,8,,maven,,,
apache/logging-log4j2,release-2.x,8,,maven,,,
apache/lucene,main,8,,gradlew,,,
apache/mahout,trunk,8,,maven,,,
apache/manifoldcf,trunk,8,,maven,,,
apache/manifoldcf-integration-elasticsearch,trunk,8,,maven,,,
apache/manifoldcf-integration-elasticsearch-1.5,trunk,8,,maven,,,
apache/manifoldcf-integration-elasticsearch-2.0,trunk,8,,maven,,,
apache/manifoldcf-integration-elasticsearch-5.5,trunk,8,,maven,,,
apache/manifoldcf-integration-solr-3.x,trunk,8,,maven,,,
apache/manifoldcf-integration-solr-4.x,trunk,8,,maven,,,
apache/manifoldcf-integration-solr-5.x,trunk,8,,maven,,,
apache/manifoldcf-integration-solr-6.x,trunk,8,,maven,,,
apache/manifoldcf-integration-solr-7.x,trunk,8,,maven,,,
apache/marmotta,master,8,,maven,,,
apache/maven,master,8,,maven,,,
apache/maven-2,maven-2.2.x,8,,maven,,,
apache/maven-acr-plugin,master,8,,maven,,,
apache/maven-ant-tasks,trunk,8,,maven,,,
apache/maven-antrun-plugin,master,8,,maven,,,
apache/maven-app-engine,trunk,8,,maven,,,
apache/maven-archetype,master,8,,maven,,,
apache/maven-archetypes,master,8,,maven,,,
apache/maven-archiver,master,8,,maven,,,
apache/maven-artifact,trunk,8,,maven,,,
apache/maven-artifact-plugin,master,8,,maven,,,
apache/maven-artifact-resolver,master,8,,maven,,,
apache/maven-artifact-transfer,master,8,,maven,,,
apache/maven-assembly-plugin,master,8,,maven,,,
apache/maven-build-cache-extension,master,11,,maven,,,
apache/maven-changelog-plugin,master,8,,maven,,,
apache/maven-changes-plugin,master,8,,maven,,,
apache/maven-checkstyle-plugin,master,8,,maven,,,
apache/maven-clean-plugin,master,8,,maven,,,
apache/maven-common-artifact-filters,master,8,,maven,,,
apache/maven-compiler-plugin,master,8,,maven,,,
apache/maven-dependency-analyzer,master,8,,maven,,,
apache/maven-dependency-plugin,master,8,,maven,,,
apache/maven-dependency-tree,master,8,,maven,,,
apache/maven-deploy-plugin,master,8,,maven,,,
apache/maven-doap-plugin,master,8,,maven,,,
apache/maven-docck-plugin,master,8,,maven,,,
apache/maven-doxia,master,8,,maven,,,
apache/maven-doxia-book-maven-plugin,master,8,,maven,,,
apache/maven-doxia-book-renderer,master,8,,maven,,,
apache/maven-doxia-converter,master,8,,maven,,,
apache/maven-doxia-sitetools,master,8,,maven,,,
apache/maven-ear-plugin,master,8,,maven,,,
apache/maven-ejb-plugin,master,8,,maven,,,
apache/maven-enforcer,master,8,,maven,,,
apache/maven-file-management,master,8,,maven,,,
apache/maven-filtering,master,8,,maven,,,
apache/maven-gpg-plugin,master,8,,maven,,,
apache/maven-help-plugin,master,8,,maven,,,
apache/maven-indexer,master,11,,maven,,,
apache/maven-install-plugin,master,8,,maven,,,
apache/maven-integration-testing,master,8,,maven,,,
apache/maven-invoker,master,8,,maven,,,
apache/maven-invoker-plugin,master,8,,maven,,,
apache/maven-jar-plugin,master,8,,maven,,,
apache/maven-jarsigner,master,8,,maven,,,
apache/maven-jarsigner-plugin,master,8,,maven,,,
apache/maven-javadoc-plugin,master,8,,maven,,,
apache/maven-jdeprscan-plugin,master,8,,maven,,,
apache/maven-jdeps-plugin,master,8,,maven,,,
apache/maven-jlink-plugin,master,8,,maven,,,
apache/maven-jmod-plugin,master,8,,maven,,,
apache/maven-jxr,master,8,,maven,,,
apache/maven-linkcheck-plugin,master,8,,maven,,,
apache/maven-mapping,master,8,,maven,,,
apache/maven-mvnd,master,8,,maven,,,
apache/maven-patch-plugin,master,8,,maven,,,
apache/maven-pdf-plugin,master,8,,maven,,,
apache/maven-plugin-testing,master,8,,maven,,,
apache/maven-plugin-tools,master,8,,maven,,,
apache/maven-pmd-plugin,master,8,,maven,,,
apache/maven-project-info-reports-plugin,master,8,,maven,,,
apache/maven-project-utils,master,8,,maven,,,
apache/maven-rar-plugin,master,8,,maven,,,
apache/maven-release,master,8,,maven,,,
apache/maven-remote-resources-plugin,master,8,,maven,,,
apache/maven-reporting-api,master,8,,maven,,,
apache/maven-reporting-exec,master,8,,maven,,,
apache/maven-reporting-impl,master,8,,maven,,,
apache/maven-resolver,master,8,,maven,,,
apache/maven-resolver-ant-tasks,master,8,,maven,,,
apache/maven-resources-plugin,master,8,,maven,,,
apache/maven-runtime,master,8,,maven,,,
apache/maven-scm,master,8,,maven,,,
apache/maven-scm-publish-plugin,master,8,,maven,,,
apache/maven-script-interpreter,master,8,,maven,,,
apache/maven-scripting-plugin,master,8,,maven,,,
apache/maven-shade-plugin,master,8,,maven,,,
apache/maven-shared,trunk,8,,maven,,,
apache/maven-shared-incremental,master,8,,maven,,,
apache/maven-shared-io,master,8,,maven,,,
apache/maven-shared-jar,master,8,,maven,,,
apache/maven-shared-utils,master,8,,maven,,,
apache/maven-site-plugin,master,8,,maven,,,
apache/maven-source-plugin,master,8,,maven,,,
apache/maven-stage-plugin,master,8,,maven,,,
apache/maven-surefire,master,8,,maven,,,
apache/maven-toolchains-plugin,master,8,,maven,,,
apache/maven-verifier,master,8,,maven,,,
apache/maven-verifier-plugin,master,8,,maven,,,
apache/maven-wagon,master,8,,maven,,,
apache/maven-war-plugin,master,8,,maven,,,
apache/maven-wrapper,master,8,,maven,,,
apache/metamodel,master,8,,maven,,,
apache/metamodel-membrane,master,8,,maven,,,
apache/mina,trunk,8,,maven,,,
apache/mina-asyncweb,master,8,,maven,,,
apache/mina-ftpserver,master,8,,maven,,,
apache/mina-sshd,master,8,,maven,,,
apache/mina-vysper,master,8,,maven,,,
apache/mnemonic,master,17,,gradlew,,,
apache/mrunit,trunk,8,,maven,,,
apache/myfaces,master,11,,maven,,,
apache/myfaces-extcdi,trunk,8,,maven,,,
apache/myfaces-html5,trunk,8,,maven,,,
apache/myfaces-scripting,trunk,8,,maven,,,
apache/myfaces-test,master,8,,maven,,,
apache/myfaces-tobago,master,8,,maven,,,
apache/myfaces-trinidad,master,8,,maven,,,
apache/myfaces-trinidad-maven,master,8,,maven,,,
apache/netbeans-html4j,master,8,,maven,,,
apache/netbeans-mavenutils-archetype-netbeans-platform-app-archetype,master,8,,maven,,,
apache/netbeans-mavenutils-nb-repository-plugin,master,8,,maven,,,
apache/netbeans-mavenutils-nbm-maven-harness,master,8,,maven,,,
apache/netbeans-mavenutils-nbm-maven-plugin,master,8,,maven,,,
apache/netbeans-mavenutils-nbm-shared,master,8,,maven,,,
apache/nifi,main,8,,maven,,,
apache/nifi-maven,main,8,,maven,,,
apache/nifi-minifi,main,8,,maven,,,
apache/nutch-webapp,master,11,,maven,,,
apache/nuvem,trunk,8,,maven,,,
apache/ofbiz-framework,trunk,11,,gradlew,,,
apache/olingo-odata2,master,8,,maven,,,
apache/olingo-odata4,master,8,,maven,,,
apache/oltu,trunk,8,,maven,,,
apache/oodt,master,8,,maven,,,
apache/oozie,master,8,,maven,,,
apache/openjpa,master,8,,maven,,,
apache/openmeetings,master,8,,maven,,,
apache/opennlp,master,11,,maven,,,
apache/openwebbeans,master,8,,maven,,,
apache/openwebbeans-meecrowave,master,8,,maven,,,
apache/openwebbeans-meecrowave-examples,master,11,,maven,,,
apache/openwebbeans-peeco,master,8,,maven,,,
apache/openwhisk-intellij-plugin,master,11,,gradlew,,,
apache/ozone,master,8,,maven,,,
apache/parquet-format,master,8,,maven,,,
apache/parquet-mr,master,8,,maven,,,
apache/pdfbox,trunk,8,,maven,,,
apache/pdfbox-jbig2,master,8,,maven,,,
apache/phoenix,master,8,,maven,,,
apache/phoenix-connectors,master,8,,maven,,,
apache/phoenix-omid,master,8,,maven,,,
apache/phoenix-queryserver,master,8,,maven,,,
apache/phoenix-tephra,master,8,,maven,,,
apache/pinot,master,8,,maven,,,
apache/pivot,trunk,8,,maven,,,
apache/plc4x,develop,8,,maven,,,
apache/plc4x-build-tools,develop,11,,maven,,,
apache/pluto,trunk,8,,maven,,,
apache/poi,trunk,8,,gradlew,,,
apache/polygene-java,master,8,,gradlew,,true,Build uses Gradle 4.x prior to 4.10 and the artifactory plugin does not support these builds.
apache/portals-pluto,master,8,,maven,,,
apache/pulsar,master,8,,mvnw,,,
apache/pulsar-adapters,master,8,,maven,,,
apache/pulsar-connectors,master,8,,maven,,,
apache/pulsar-presto,master,8,,maven,,,
apache/qpid-broker-j,main,8,,maven,,,
apache/qpid-jms,main,11,,maven,,,
apache/qpid-jms-amqp-0-x,main,8,,maven,,,
apache/qpid-proton-j,main,8,,maven,,,
apache/qpid-protonj2,main,11,,maven,,,
apache/rampart,trunk,8,,maven,,,
apache/ranger,master,8,,maven,,,
apache/ratis,master,8,,maven,,,
apache/ratis-hadoop-projects,main,8,,maven,,,
apache/reef,master,8,,maven,,,
apache/rocketmq,develop,8,,maven,,,
apache/rocketmq-cloudevents,master,8,,maven,,,
apache/rocketmq-connect,master,8,,maven,,,
apache/rocketmq-dashboard,master,8,,maven,,,
apache/rocketmq-eventbridge,main,8,,maven,,,
apache/rocketmq-exporter,master,8,,maven,,,
apache/rocketmq-flink,main,8,,maven,,,
apache/rocketmq-mqtt,main,8,,maven,,,
apache/rocketmq-ons,master,8,,maven,,,
apache/rocketmq-remoting,master,8,,maven,,,
apache/rocketmq-spring,master,8,,maven,,,
apache/rocketmq-streams,main,8,,maven,,,
apache/roller,master,8,,maven,,,
apache/royale-compiler,develop,8,,maven,,,
apache/rya,master,8,,maven,,,
apache/samza,master,8,,gradlew,,,
apache/samza-beam-examples,master,8,,maven,,,
apache/samza-hello-samza,master,8,,gradlew,,true,Build uses Gradle 2.x
apache/sandesha,trunk,8,,maven,,,
apache/sanselan,trunk,8,,maven,,,
apache/santuario-xml-security-java,master,8,,maven,,,
apache/savan,trunk,8,,maven,,,
apache/sentry,master,8,,maven,,,
apache/servicecomb-fence,master,8,,maven,,,
apache/servicecomb-java-chassis,master,8,,maven,,,
apache/servicecomb-pack,master,8,,maven,,,
apache/servicecomb-saga-actuator,master,8,,maven,,,
apache/servicecomb-toolkit,master,8,,maven,,,
apache/servicemix,master,8,,maven,,,
apache/servicemix-archetypes,trunk,8,,maven,,,
apache/servicemix-bundles,master,8,,maven,,,
apache/servicemix-components,trunk,8,,maven,,,
apache/servicemix-maven-plugins,master,8,,maven,,,
apache/servicemix-specs,master,8,,maven,,,
apache/servicemix-utils,trunk,8,,maven,,,
apache/servicemix3,trunk,8,,maven,,,
apache/servicemix4-bundles,trunk,8,,maven,,,
apache/servicemix4-features,trunk,8,,maven,,,
apache/servicemix4-kernel,trunk,8,,maven,,,
apache/servicemix4-nmr,trunk,8,,maven,,,
apache/servicemix4-specs,trunk,8,,maven,,,
